country	indicator	date	year_week	value	source	url
Cyprus	Daily hospital occupancy	09-06-2022	2022-W23	31	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	16-06-2022	2022-W24	34	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	23-06-2022	2022-W25	47	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	30-06-2022	2022-W26	75	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	07-07-2022	2022-W27	97	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	14-07-2022	2022-W28	117	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	21-07-2022	2022-W29	104	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	28-07-2022	2022-W30	76	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	04-08-2022	2022-W31	71	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	11-08-2022	2022-W32	84	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	18-08-2022	2022-W33	73	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	25-08-2022	2022-W34	57	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	01-09-2022	2022-W35	42	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	08-09-2022	2022-W36	44	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	15-09-2022	2022-W37	47	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	22-09-2022	2022-W38	51	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	29-09-2022	2022-W39	47	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	06-10-2022	2022-W40	44	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	13-10-2022	2022-W41	53	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	20-10-2022	2022-W42	42	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	27-10-2022	2022-W43	59	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily hospital occupancy	03-11-2022	2022-W44	70	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	09-03-2020	2020-W11	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	10-03-2020	2020-W11	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	11-03-2020	2020-W11	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	12-03-2020	2020-W11	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	13-03-2020	2020-W11	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	14-03-2020	2020-W11	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	15-03-2020	2020-W11	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	16-03-2020	2020-W12	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	17-03-2020	2020-W12	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	18-03-2020	2020-W12	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	19-03-2020	2020-W12	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	20-03-2020	2020-W12	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	21-03-2020	2020-W12	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	22-03-2020	2020-W12	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	23-03-2020	2020-W13	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	24-03-2020	2020-W13	4	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	25-03-2020	2020-W13	5	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	26-03-2020	2020-W13	6	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	27-03-2020	2020-W13	8	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	28-03-2020	2020-W13	11	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	29-03-2020	2020-W13	9	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	30-03-2020	2020-W14	10	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	31-03-2020	2020-W14	11	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	01-04-2020	2020-W14	11	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	02-04-2020	2020-W14	9	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	03-04-2020	2020-W14	12	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	04-04-2020	2020-W14	11	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	05-04-2020	2020-W14	11	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	06-04-2020	2020-W15	11	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	07-04-2020	2020-W15	13	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	08-04-2020	2020-W15	14	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	09-04-2020	2020-W15	12	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	10-04-2020	2020-W15	12	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	11-04-2020	2020-W15	12	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	12-04-2020	2020-W15	13	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	13-04-2020	2020-W16	13	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	14-04-2020	2020-W16	12	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	15-04-2020	2020-W16	12	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	16-04-2020	2020-W16	12	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	17-04-2020	2020-W16	13	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	18-04-2020	2020-W16	13	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	19-04-2020	2020-W16	12	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	20-04-2020	2020-W17	13	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	21-04-2020	2020-W17	12	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	22-04-2020	2020-W17	11	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	23-04-2020	2020-W17	10	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	24-04-2020	2020-W17	9	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	25-04-2020	2020-W17	9	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	26-04-2020	2020-W17	9	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	27-04-2020	2020-W18	7	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	28-04-2020	2020-W18	6	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	29-04-2020	2020-W18	6	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	30-04-2020	2020-W18	6	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	01-05-2020	2020-W18	6	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	02-05-2020	2020-W18	6	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	03-05-2020	2020-W18	6	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	04-05-2020	2020-W19	6	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	05-05-2020	2020-W19	5	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	06-05-2020	2020-W19	5	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	07-05-2020	2020-W19	5	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	08-05-2020	2020-W19	5	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	09-05-2020	2020-W19	5	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	10-05-2020	2020-W19	4	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	11-05-2020	2020-W20	4	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	12-05-2020	2020-W20	4	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	13-05-2020	2020-W20	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	14-05-2020	2020-W20	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	15-05-2020	2020-W20	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	16-05-2020	2020-W20	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	17-05-2020	2020-W20	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	18-05-2020	2020-W21	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	19-05-2020	2020-W21	4	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	20-05-2020	2020-W21	4	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	21-05-2020	2020-W21	4	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	22-05-2020	2020-W21	4	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	23-05-2020	2020-W21	4	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	24-05-2020	2020-W21	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	25-05-2020	2020-W22	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	26-05-2020	2020-W22	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	27-05-2020	2020-W22	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	28-05-2020	2020-W22	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	29-05-2020	2020-W22	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	30-05-2020	2020-W22	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	31-05-2020	2020-W22	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	01-06-2020	2020-W23	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	02-06-2020	2020-W23	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	03-06-2020	2020-W23	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	04-06-2020	2020-W23	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	05-06-2020	2020-W23	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	06-06-2020	2020-W23	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	07-06-2020	2020-W23	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	08-06-2020	2020-W24	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	09-06-2020	2020-W24	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	10-06-2020	2020-W24	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	11-06-2020	2020-W24	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	12-06-2020	2020-W24	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	13-06-2020	2020-W24	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	14-06-2020	2020-W24	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	15-06-2020	2020-W25	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	16-06-2020	2020-W25	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	17-06-2020	2020-W25	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	18-06-2020	2020-W25	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	19-06-2020	2020-W25	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	20-06-2020	2020-W25	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	21-06-2020	2020-W25	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	22-06-2020	2020-W26	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	23-06-2020	2020-W26	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	24-06-2020	2020-W26	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	25-06-2020	2020-W26	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	26-06-2020	2020-W26	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	27-06-2020	2020-W26	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	28-06-2020	2020-W26	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	29-06-2020	2020-W27	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	30-06-2020	2020-W27	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	01-07-2020	2020-W27	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	02-07-2020	2020-W27	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	03-07-2020	2020-W27	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	04-07-2020	2020-W27	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	05-07-2020	2020-W27	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	06-07-2020	2020-W28	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	07-07-2020	2020-W28	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	08-07-2020	2020-W28	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	09-07-2020	2020-W28	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	10-07-2020	2020-W28	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	11-07-2020	2020-W28	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	12-07-2020	2020-W28	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	13-07-2020	2020-W29	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	14-07-2020	2020-W29	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	15-07-2020	2020-W29	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	16-07-2020	2020-W29	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	17-07-2020	2020-W29	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	18-07-2020	2020-W29	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	19-07-2020	2020-W29	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	20-07-2020	2020-W30	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	21-07-2020	2020-W30	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	22-07-2020	2020-W30	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	23-07-2020	2020-W30	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	24-07-2020	2020-W30	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	25-07-2020	2020-W30	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	26-07-2020	2020-W30	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	27-07-2020	2020-W31	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	28-07-2020	2020-W31	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	29-07-2020	2020-W31	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	30-07-2020	2020-W31	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	31-07-2020	2020-W31	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	01-08-2020	2020-W31	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	02-08-2020	2020-W31	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	03-08-2020	2020-W32	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	04-08-2020	2020-W32	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	05-08-2020	2020-W32	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	06-08-2020	2020-W32	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	07-08-2020	2020-W32	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	08-08-2020	2020-W32	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	09-08-2020	2020-W32	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	10-08-2020	2020-W33	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	11-08-2020	2020-W33	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	12-08-2020	2020-W33	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	13-08-2020	2020-W33	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	14-08-2020	2020-W33	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	15-08-2020	2020-W33	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	16-08-2020	2020-W33	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	17-08-2020	2020-W34	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	18-08-2020	2020-W34	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	19-08-2020	2020-W34	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	20-08-2020	2020-W34	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	21-08-2020	2020-W34	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	22-08-2020	2020-W34	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	23-08-2020	2020-W34	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	24-08-2020	2020-W35	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	25-08-2020	2020-W35	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	26-08-2020	2020-W35	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	27-08-2020	2020-W35	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	28-08-2020	2020-W35	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	29-08-2020	2020-W35	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	30-08-2020	2020-W35	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	31-08-2020	2020-W36	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	01-09-2020	2020-W36	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	02-09-2020	2020-W36	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	03-09-2020	2020-W36	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	04-09-2020	2020-W36	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	05-09-2020	2020-W36	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	06-09-2020	2020-W36	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	07-09-2020	2020-W37	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	08-09-2020	2020-W37	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	09-09-2020	2020-W37	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	10-09-2020	2020-W37	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	11-09-2020	2020-W37	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	12-09-2020	2020-W37	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	13-09-2020	2020-W37	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	14-09-2020	2020-W38	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	15-09-2020	2020-W38	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	16-09-2020	2020-W38	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	17-09-2020	2020-W38	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	18-09-2020	2020-W38	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	19-09-2020	2020-W38	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	20-09-2020	2020-W38	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	21-09-2020	2020-W39	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	22-09-2020	2020-W39	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	23-09-2020	2020-W39	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	24-09-2020	2020-W39	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	25-09-2020	2020-W39	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	26-09-2020	2020-W39	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	27-09-2020	2020-W39	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	28-09-2020	2020-W40	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	29-09-2020	2020-W40	0	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	30-09-2020	2020-W40	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	01-10-2020	2020-W40	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	02-10-2020	2020-W40	1	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	03-10-2020	2020-W40	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	04-10-2020	2020-W40	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	05-10-2020	2020-W41	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	06-10-2020	2020-W41	3	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	07-10-2020	2020-W41	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	08-10-2020	2020-W41	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	09-10-2020	2020-W41	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	10-10-2020	2020-W41	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	11-10-2020	2020-W41	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	12-10-2020	2020-W42	2	Country_Website	https://www.data.gov.cy/search/type/dataset
Cyprus	Daily ICU occupancy	13-10-2020	2020-W42	2	Country_Website	https://www.data.gov.cy/search/type/dataset
